?,Automated,Date,Date (Days),Date (ISO Week numbers),Downtime date,Downtime Reason,Employee,Employee Qualification,grey,KPI color,Maintenance date,Production Line,Split,Split (string),Split text,Summary visible,Target met,Tech issue date,Work Conditions,# Downtime days,% Availability OEE,% Availability OOE,% challenging,% Defect density,% Downtime Rate,% First Pass Yield (FPY),% Overall Equipment Effectiveness (OEE),% Overall Operations Effectiveness (OOE),% Production Attainment,% Target,% Target (KPI),Between downtime,Between maintenance,Between tech issues,Breaks dim,Breaks time,Color hub,Color hub (copy),Cost - defect Measure,Costs,Costs (copy),Defect Density KPI string,Defect density KPI vl,Defective Units,Difference from target,Difference from target (std),Difference from target Ms,Dim FPY,Dim Run Hours,Dim Throughput / hour,Downtime Hours,Downtime hours cost,Downtime hours TOTAL costs,Downtime time,DR KPI string,DR KPI vl,Good Units dim,Hub,Hub (label),Int iso weeks,KPI Point 1,KPI Point 2,KPI Point 3,KPI Point 4,KPI Point Hub,KPI Point Hub (upper),KPI Point volume,Maintenance time,Maintenance time dim,OEE KPI string,OEE KPI vl,Other issue time,Performance,Planned - downtime time,Planned time,Planned Units,Point -0.7,Point -1,Point -1 (blank),Point 1,Produced Units,Production Attainment KPI string,Production Attainment KPI vl,Production KPI string,Production KPI vl,Production volume,Production volume dim,Profit | good units,Profit | Max theoretical,Profit | net,Profit | net %,Raw Material Shortage time,Run time ([Planned time] - [Downtime time] - [Breaks time]),Scheduled time ([Planned time] - [Breaks] ),Scheduled time ([Planned time] - [Breaks] - [Maintenance time]),Scheduled time dim,Target met (reg),Target met (reg) KPI,Tech issue time,Tech issue time dim,Theoretical run rate,Throughput / hour,Wasted hours other reason dim
?,False,3/31/2023,"March 31, 2023",2023 W13,,Maintenance,Finn Sullivan,3,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,12.6%,0%,87%,64%,56%,100%,+3.0%,103.0%,,,,1,1, better than target,( better than target ),1040,,, worse than critical,5.621359223,13,3,0,3,0.873786408,,,,0,,0, better than target,3,90,103,103,45010,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,0.714285714,,0.735714286,8,8,100,Point,Point,Point,Point,103, better than target,40, better than target,3,103,103,9000,14000,,,,7,7,7,,True,True,,,,14.714285714,0
?,False,4/1/2023,"April 1, 2023",2023 W13,,Other,Zoe Martinez,7,grey,color,,Line 3,Total,Total,,True,False,,Challenging,0,100%,88%,100%,14.3%,0%,86%,60%,53%,0%,-02%,98.0%,,,,1,1, worse than target,( worse than target ),1120,,, worse than critical,7.285714286,14,-2,0,-2,0.857142857,,,,0,,0, better than target,3,84,98,98,45010,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5,,0.7,8,8,100,Point,Point,Point,Point,98, worse than critical,40, worse than target,2,98,98,8400,14000,,,,7,7,7,,False,False,,,,14,0
?,False,4/2/2023,"April 2, 2023",2023 W13,,Tech Issue,Leo Johnson,2,grey,color,,Line 3,Total,Total,,True,True,,Normal,0,100%,88%,0%,7.0%,0%,93%,76%,67%,100%,+15.0%,115.0%,,,,1,1, better than target,( better than target ),640,,, worse than target,3.956521739,8,15,0,15,0.930434783,,,,0,,0, better than target,3,107,115,115,45010,Point,Point,Point,Point,Point,Point,Point,0,, better than target,11.428571429,,0.821428571,8,8,100,Point,Point,Point,Point,115, better than target,40, better than target,15,115,115,10700,14000,,,,7,7,7,,True,True,,,,16.428571429,0
?,False,4/3/2023,"April 3, 2023",2023 W14,,Tech Issue,Ivy Anderson,5,grey,color,,Line 3,Total,Total,,True,False,,Normal,0,100%,88%,0%,8.1%,0%,92%,56%,49%,0%,-14%,86.0%,,,,1,1, worse than target,( worse than target ),560,,, worse than critical,1.139534884,7,-14,0,-14,0.918604651,,,,0,,0, better than target,3,79,86,86,45017,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,8.571428571,,0.614285714,8,8,100,Point,Point,Point,Point,86, worse than critical,40, worse than target,14,86,86,7900,14000,,,,7,7,7,,False,False,,,,12.285714286,0
?,False,4/4/2023,"April 4, 2023",2023 W14,,Material Shortage,Owen Taylor,6,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,5.9%,0%,94%,79%,69%,100%,+18.0%,118.0%,,,,1,1, better than target,( better than target ),560,,, worse than target,2.932203390,7,18,0,18,0.940677966,,,,0,,0, better than target,3,111,118,118,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,14.285714286,,0.842857143,8,8,100,Point,Point,Point,Point,118, better than target,40, better than target,18,118,118,11100,14000,,,,7,7,7,,True,True,,,,16.857142857,0
?,False,4/5/2023,"April 5, 2023",2023 W14,,Material Shortage,Max Parker,3,grey,color,,Line 3,Total,Total,,True,True,,Normal,0,100%,88%,0%,7.6%,0%,92%,78%,68%,100%,+18.0%,118.0%,,,,1,1, better than target,( better than target ),720,,, worse than critical,0.627118644,9,18,0,18,0.923728814,,,,0,,0, better than target,3,109,118,118,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,12.857142857,,0.842857143,8,8,100,Point,Point,Point,Point,118, better than target,40, better than target,18,118,118,10900,14000,,,,7,7,7,,True,True,,,,16.857142857,0
?,False,4/6/2023,"April 6, 2023",2023 W14,,Material Shortage,Ava White,4,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,13.0%,0%,87%,67%,59%,100%,+8.0%,108.0%,,,,1,1, better than target,( better than target ),1120,,, worse than critical,5.962962963,14,8,0,8,0.870370370,,,,0,,0, better than target,3,94,108,108,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,2.142857143,,0.771428571,8,8,100,Point,Point,Point,Point,108, better than target,40, better than target,8.000000000,108,108,9400,14000,,,,7,7,7,,True,True,,,,15.428571429,0
?,False,4/7/2023,"April 7, 2023",2023 W14,,Material Shortage,Owen Taylor,4,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,6.0%,0%,94%,79%,69%,100%,+17.0%,117.0%,,,,1,1, better than target,( better than target ),560,,, worse than target,2.982905983,7,17,0,17,0.940170940,,,,0,,0, better than target,3,110,117,117,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,13.571428571,,0.835714286,8,8,100,Point,Point,Point,Point,117, better than target,40, better than target,17,117,117,11000,14000,,,,7,7,7,,True,True,,,,16.714285714,0
?,False,4/8/2023,"April 8, 2023",2023 W14,,Material Shortage,Finn Sullivan,4,grey,color,,Line 3,Total,Total,,True,True,,Normal,0,100%,88%,0%,11.3%,0%,89%,73%,64%,100%,+15.0%,115.0%,,,,1,1, better than target,( better than target ),1040,,, worse than critical,4.304347826,13,15,0,15,0.886956522,,,,0,,0, better than target,3,102,115,115,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,7.857142857,,0.821428571,8,8,100,Point,Point,Point,Point,115, better than target,40, better than target,15,115,115,10200,14000,,,,7,7,7,,True,True,,,,16.428571429,0
?,False,4/9/2023,"April 9, 2023",2023 W14,,Maintenance,Zoe Martinez,4,grey,color,,Line 3,Total,Total,,True,False,,Normal,0,100%,88%,0%,12.1%,0%,88%,62%,54%,0%,-01%,99.0%,,,,1,1, worse than target,( worse than target ),960,,, worse than critical,5.121212121,12,-1,0,-1,0.878787879,,,,0,,0, better than target,3,87,99,99,45017,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,2.857142857,,0.707142857,8,8,100,Point,Point,Point,Point,99, worse than critical,40, worse than target,1,99,99,8700,14000,,,,7,7,7,,False,False,,,,14.142857143,0
?,False,4/10/2023,"April 10, 2023",2023 W15,,Tech Issue,Ivy Anderson,2,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,10.0%,0%,90%,71%,62%,100%,+10.0%,110.0%,,,,1,1, better than target,( better than target ),880,,, worse than critical,3,11,10,0,10,0.9,,,,0,,0, better than target,3,99,110,110,45024,Point,Point,Point,Point,Point,Point,Point,0,, better than target,5.714285714,,0.785714286,8,8,100,Point,Point,Point,Point,110, better than target,40, better than target,10,110,110,9900,14000,,,,7,7,7,,True,True,,,,15.714285714,0
?,False,4/11/2023,"April 11, 2023",2023 W15,,Material Shortage,Max Parker,9,grey,color,,Line 3,Total,Total,,True,False,,Challenging,0,100%,88%,100%,12.6%,0%,87%,59%,52%,0%,-05%,95.0%,,,,1,1, worse than target,( worse than target ),960,,, worse than critical,5.631578947,12,-5,0,-5,0.873684211,,,,0,,0, better than target,3,83,95,95,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5.714285714,,0.678571429,8,8,100,Point,Point,Point,Point,95, worse than critical,40, worse than target,5,95,95,8300,14000,,,,7,7,7,,False,False,,,,13.571428571,0
?,False,4/12/2023,"April 12, 2023",2023 W15,,Maintenance,Ivy Anderson,5,grey,color,,Line 3,Total,Total,,True,False,,Challenging,0,100%,88%,100%,5.7%,0%,94%,59%,51%,0%,-13%,87.0%,,,,1,1, worse than target,( worse than target ),400,,, worse than target,2.747126437,5,-13,0,-13,0.942528736,,,,0,,0, better than target,3,82,87,87,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,6.428571429,,0.621428571,8,8,100,Point,Point,Point,Point,87, worse than critical,40, worse than target,13,87,87,8200,14000,,,,7,7,7,,False,False,,,,12.428571429,0
?,False,4/13/2023,"April 13, 2023",2023 W15,4/13/2023,Tech Issue,Mia Smith,4,grey,color,,Line 3,Total,Total,,True,False,4/13/2023,Challenging,1,57%,50%,100%,8.9%,38%,91%,59%,51%,0%,-10%,90.0%,1,,1,1,1, worse than target,( worse than target ),640,17240,17240, worse than critical,1.888888889,8,-10,0,-10,0.911111111,4,22.5,3,4600,16600,3, worse than critical,30.5,82,90,90,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,6.428571429,0,1.125,5,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,8200,14000,-9040,-65%,0,4,7,7,,False,False,3,3,,22.5,3
?,False,4/14/2023,"April 14, 2023",2023 W15,,Maintenance,Ava White,1,grey,color,,Line 3,Total,Total,,True,False,,Normal,0,100%,88%,0%,8.6%,0%,91%,53%,46%,0%,-19%,81.0%,,,,1,1, worse than target,( worse than target ),560,,, worse than critical,1.641975309,7,-19,0,-19,0.913580247,,,,0,,0, better than target,3,74,81,81,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,12.142857143,,0.578571429,8,8,100,Point,Point,Point,Point,81, worse than critical,40, worse than target,19,81,81,7400,14000,,,,7,7,7,,False,False,,,,11.571428571,0
?,False,4/15/2023,"April 15, 2023",2023 W15,4/15/2023,Maintenance,Zoe Martinez,5,grey,color,4/15/2023,Line 3,Total,Total,,True,False,,Challenging,1,100%,63%,100%,5.1%,25%,95%,94%,59%,0%,-01%,99.0%,1,1,,1,1, worse than target,( worse than target ),400,7800,7800, worse than target,2.050505051,5,-1,0,-1,0.949494949,5,19.8,2,3400,7400,2, worse than critical,18,94,99,99,45024,Point,Point,Point,Point,Point,Point,Point,2,2, better than target,29,0,0.99,6,8,100,Point,Point,Point,Point,99, worse than critical,40, worse than target,1,99,99,9400,14000,1600,11%,0,5,7,5,5,False,False,0,,20,19.8,0
?,False,4/16/2023,"April 16, 2023",2023 W15,4/16/2023,Material Shortage,Leo Johnson,7,grey,color,,Line 3,Total,Total,,True,True,,Challenging,1,86%,75%,100%,7.2%,13%,93%,74%,64%,100%,+11.0%,111.0%,1,,,1,1, better than target,( better than target ),640,3040,3040, worse than critical,0.207207207,8,11,0,11,0.927927928,6,18.5,1,2200,2400,1, worse than critical,5.5,103,111,111,45024,Point,Point,Point,Point,Point,Point,Point,0,, better than target,8.571428571,0,0.925,7,8,100,Point,Point,Point,Point,111, better than target,40, better than target,11,111,111,10300,14000,7260,52%,1,6,7,7,,True,True,0,,,18.5,1
?,False,4/17/2023,"April 17, 2023",2023 W16,,Material Shortage,Ivy Anderson,2,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,8.7%,0%,91%,75%,66%,100%,+15.0%,115.0%,,,,1,1, better than target,( better than target ),800,,, worse than critical,1.695652174,10,15,0,15,0.913043478,,,,0,,0, better than target,3,105,115,115,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,10.000000000,,0.821428571,8,8,100,Point,Point,Point,Point,115, better than target,40, better than target,15,115,115,10500,14000,,,,7,7,7,,True,True,,,,16.428571429,0
?,False,4/18/2023,"April 18, 2023",2023 W16,,Other,Eli Brown,7,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,7.1%,0%,93%,75%,66%,100%,+13.0%,113.0%,,,,1,1, better than target,( better than target ),640,,, worse than critical,0.079646018,8,13,0,13,0.929203540,,,,0,,0, better than target,3,105,113,113,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,10,,0.807142857,8,8,100,Point,Point,Point,Point,113, better than target,40, better than target,13,113,113,10500,14000,,,,7,7,7,,True,True,,,,16.142857143,0
?,False,4/19/2023,"April 19, 2023",2023 W16,,Material Shortage,Finn Sullivan,5,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,7.2%,0%,93%,74%,64%,100%,+11.0%,111.0%,,,,1,1, better than target,( better than target ),640,,, worse than critical,0.207207207,8,11,0,11,0.927927928,,,,0,,0, better than target,3,103,111,111,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,8.571428571,,0.792857143,8,8,100,Point,Point,Point,Point,111, better than target,40, better than target,11,111,111,10300,14000,,,,7,7,7,,True,True,,,,15.857142857,0
?,False,4/20/2023,"April 20, 2023",2023 W16,,Maintenance,Max Parker,3,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,11.8%,0%,88%,75%,66%,100%,+19.0%,119.0%,,,,1,1, better than target,( better than target ),1120,,, worse than critical,4.764705882,14,19,0,19,0.882352941,,,,0,,0, better than target,3,105,119,119,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,10,,0.85,8,8,100,Point,Point,Point,Point,119, better than target,40, better than target,19,119,119,10500,14000,,,,7,7,7,,True,True,,,,17,0
?,False,4/21/2023,"April 21, 2023",2023 W16,4/21/2023,Maintenance,Mia Smith,8,grey,color,4/21/2023,Line 3,Total,Total,,True,True,,Normal,1,100%,50%,0%,10.6%,38%,89%,116%,58%,100%,+4.0%,104.0%,1,1,,1,1, better than target,( better than target ),880,11480,11480, worse than critical,3.576923077,11,4,0,4,0.894230769,4,26,3,4600,10600,3, worse than critical,30.5,93,104,104,45031,Point,Point,Point,Point,Point,Point,Point,3,3, better than target,51.25,0,1.3,5,8,100,Point,Point,Point,Point,104, better than target,40, better than target,4,104,104,9300,14000,-2180,-16%,0,4,7,4,4,True,True,0,,25,26,0
?,False,4/22/2023,"April 22, 2023",2023 W16,4/22/2023,Other,Zoe Martinez,8,grey,color,,Line 3,Total,Total,,True,True,,Challenging,1,86%,75%,100%,11.1%,13%,89%,69%,60%,100%,+8.0%,108.0%,1,,,1,1, better than target,( better than target ),960,3360,3360, worse than critical,4.111111111,12,8,0,8,0.888888889,6,18,1,2200,2400,1, worse than critical,5.5,96,108,108,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,3.571428571,1,0.9,7,8,100,Point,Point,Point,Point,108, better than target,40, better than target,8.000000000,108,108,9600,14000,6240,45%,0,6,7,7,,True,True,0,,,18,1
?,False,4/23/2023,"April 23, 2023",2023 W16,4/23/2023,Other,Finn Sullivan,1,grey,color,,Line 3,Total,Total,,True,True,,Challenging,1,86%,75%,100%,12.1%,13%,88%,73%,64%,100%,+16.0%,116.0%,1,,,1,1, better than target,( better than target ),1120,3520,3520, worse than critical,5.068965517,14,16,0,16,0.879310345,6,19.333333333,1,2200,2400,1, worse than critical,5.5,102,116,116,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,7.857142857,1,0.966666667,7,8,100,Point,Point,Point,Point,116, better than target,40, better than target,16,116,116,10200,14000,6680,48%,0,6,7,7,,True,True,0,,,19.333333333,1
?,False,4/24/2023,"April 24, 2023",2023 W17,,Tech Issue,Ivy Anderson,9,grey,color,,Line 3,Total,Total,,True,False,,Normal,0,100%,88%,0%,10.0%,0%,90%,58%,51%,0%,-10%,90.0%,,,,1,1, worse than target,( worse than target ),720,,, worse than critical,3,9,-10,0,-10,0.9,,,,0,,0, better than target,3,81,90,90,45038,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,7.142857143,,0.642857143,8,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,8100,14000,,,,7,7,7,,False,False,,,,12.857142857,0
?,False,4/25/2023,"April 25, 2023",2023 W17,4/25/2023,Tech Issue,Zoe Martinez,5,grey,color,,Line 3,Total,Total,,True,True,4/25/2023,Challenging,1,71%,63%,100%,11.5%,25%,88%,71%,63%,100%,+13.0%,113.0%,1,,1,1,1, better than target,( better than target ),1040,12440,12440, worse than critical,4.504424779,13,13,0,13,0.884955752,5,22.6,2,3400,11400,2, worse than critical,18,100,113,113,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,6.428571429,0,1.13,6,8,100,Point,Point,Point,Point,113, better than target,40, better than target,13,113,113,10000,14000,-2440,-17%,0,5,7,7,,True,True,2,2,,22.6,2
?,False,4/26/2023,"April 26, 2023",2023 W17,,Other,Mia Smith,9,grey,color,,Line 3,Total,Total,,True,False,,Challenging,0,100%,88%,100%,12.2%,0%,88%,56%,49%,0%,-10%,90.0%,,,,1,1, worse than target,( worse than target ),880,,, worse than critical,5.222222222,11,-10,0,-10,0.877777778,,,,0,,0, better than target,3,79,90,90,45038,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,8.571428571,,0.642857143,8,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,7900,14000,,,,7,7,7,,False,False,,,,12.857142857,0
?,False,4/27/2023,"April 27, 2023",2023 W17,,Material Shortage,Eli Brown,3,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,11.8%,0%,88%,69%,61%,100%,+10.0%,110.0%,,,,1,1, better than target,( better than target ),1040,,, worse than critical,4.818181818,13,10,0,10,0.881818182,,,,0,,0, better than target,3,97,110,110,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,4.285714286,,0.785714286,8,8,100,Point,Point,Point,Point,110, better than target,40, better than target,10,110,110,9700,14000,,,,7,7,7,,True,True,,,,15.714285714,0
?,False,4/28/2023,"April 28, 2023",2023 W17,,Material Shortage,Leo Johnson,9,grey,color,,Line 3,Total,Total,,True,False,,Normal,0,100%,88%,0%,11.0%,0%,89%,52%,46%,0%,-18%,82.0%,,,,1,1, worse than target,( worse than target ),720,,, worse than critical,3.975609756,9,-18,0,-18,0.890243902,,,,0,,0, better than target,3,73,82,82,45038,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,12.857142857,,0.585714286,8,8,100,Point,Point,Point,Point,82, worse than critical,40, worse than target,18,82,82,7300,14000,,,,7,7,7,,False,False,,,,11.714285714,0
?,False,4/29/2023,"April 29, 2023",2023 W17,4/29/2023,Other,Finn Sullivan,9,grey,color,,Line 3,Total,Total,,True,True,,Normal,1,57%,50%,0%,6.7%,38%,93%,79%,69%,100%,+19.0%,119.0%,1,,,1,1, better than target,( better than target ),640,5840,5840, worse than target,3.722689076,8,19,0,19,0.932773109,4,29.75,3,4600,5200,3, worse than critical,30.5,111,119,119,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,14.285714286,3,1.4875,5,8,100,Point,Point,Point,Point,119, better than target,40, better than target,19,119,119,11100,14000,5260,38%,0,4,7,7,,True,True,0,,,29.75,3
?,False,4/30/2023,"April 30, 2023",2023 W17,4/30/2023,Tech Issue,Ivy Anderson,6,grey,color,,Line 3,Total,Total,,True,False,4/30/2023,Normal,1,71%,63%,0%,15.9%,25%,84%,53%,46%,0%,-12%,88.0%,1,,1,1,1, worse than target,( worse than target ),1120,12520,12520, worse than critical,8.909090909,14,-12,0,-12,0.840909091,5,17.6,2,3400,11400,2, worse than critical,18,74,88,88,45038,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,12.142857143,0,0.88,6,8,100,Point,Point,Point,Point,88, worse than critical,40, worse than target,12,88,88,7400,14000,-5120,-37%,0,5,7,7,,False,False,2,2,,17.6,2
?,False,5/1/2023,"May 1, 2023",2023 W18,,Tech Issue,Zoe Martinez,3,grey,color,,Line 3,Total,Total,,True,False,,Challenging,0,100%,88%,100%,9.7%,0%,90%,60%,53%,0%,-07%,93.0%,,,,1,1, worse than target,( worse than target ),720,,, worse than critical,2.677419355,9,-7,0,-7,0.903225806,,,,0,,0, better than target,3,84,93,93,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5.000000000,,0.664285714,8,8,100,Point,Point,Point,Point,93, worse than critical,40, worse than target,7.000000000,93,93,8400,14000,,,,7,7,7,,False,False,,,,13.285714286,0
?,False,5/2/2023,"May 2, 2023",2023 W18,5/2/2023,Maintenance,Eli Brown,8,grey,color,5/2/2023,Line 3,Total,Total,,True,False,,Challenging,1,100%,50%,100%,9.0%,38%,91%,101%,51%,0%,-11%,89.0%,1,1,,1,1, worse than target,( worse than target ),640,11240,11240, worse than critical,1.988764045,8,-11,0,-11,0.910112360,4,22.25,3,4600,10600,3, worse than critical,30.5,81,89,89,45045,Point,Point,Point,Point,Point,Point,Point,3,3, better than target,36.25,0,1.1125,5,8,100,Point,Point,Point,Point,89, worse than critical,40, worse than target,11,89,89,8100,14000,-3140,-22%,0,4,7,4,4,False,False,0,,25,22.25,0
?,False,5/3/2023,"May 3, 2023",2023 W18,,Material Shortage,Owen Taylor,3,grey,color,,Line 3,Total,Total,,True,False,,Challenging,0,100%,88%,100%,10.3%,0%,90%,62%,54%,0%,-03%,97.0%,,,,1,1, worse than target,( worse than target ),800,,, worse than critical,3.309278351,10,-3,0,-3,0.896907216,,,,0,,0, better than target,3,87,97,97,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,2.857142857,,0.692857143,8,8,100,Point,Point,Point,Point,97, worse than critical,40, worse than target,3,97,97,8700,14000,,,,7,7,7,,False,False,,,,13.857142857,0
?,False,5/4/2023,"May 4, 2023",2023 W18,,Material Shortage,Ava White,4,grey,color,,Line 3,Total,Total,,True,True,,Normal,0,100%,88%,0%,8.9%,0%,91%,66%,58%,100%,+1.0%,101.0%,,,,1,1, better than target,( better than target ),720,,, worse than critical,1.910891089,9,1,0,1,0.910891089,,,,0,,0, better than target,3,92,101,101,45045,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0.714285714,,0.721428571,8,8,100,Point,Point,Point,Point,101, better than target,40, better than target,1,101,101,9200,14000,,,,7,7,7,,True,True,,,,14.428571429,0
?,False,5/5/2023,"May 5, 2023",2023 W18,,Maintenance,Luna Garcia,7,grey,color,,Line 3,Total,Total,,True,False,,Normal,0,100%,88%,0%,6.0%,0%,94%,56%,49%,0%,-17%,83.0%,,,,1,1, worse than target,( worse than target ),400,,, worse than target,3.024096386,5,-17,0,-17,0.939759036,,,,0,,0, better than target,3,78,83,83,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,9.285714286,,0.592857143,8,8,100,Point,Point,Point,Point,83, worse than critical,40, worse than target,17,83,83,7800,14000,,,,7,7,7,,False,False,,,,11.857142857,0
?,False,5/6/2023,"May 6, 2023",2023 W18,5/6/2023,Other,Eli Brown,8,grey,color,,Line 3,Total,Total,,True,False,,Challenging,1,57%,50%,100%,14.3%,38%,86%,60%,53%,0%,-02%,98.0%,1,,,1,1, worse than target,( worse than target ),1120,6320,6320, worse than critical,7.285714286,14,-2,0,-2,0.857142857,4,24.5,3,4600,5200,3, worse than critical,30.5,84,98,98,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5,3,1.225,5,8,100,Point,Point,Point,Point,98, worse than critical,40, worse than target,2,98,98,8400,14000,2080,15%,0,4,7,7,,False,False,0,,,24.5,3
?,False,5/7/2023,"May 7, 2023",2023 W18,,Material Shortage,Ava White,2,grey,color,,Line 3,Total,Total,,True,False,,Normal,0,100%,88%,0%,12.6%,0%,87%,59%,52%,0%,-05%,95.0%,,,,1,1, worse than target,( worse than target ),960,,, worse than critical,5.631578947,12,-5,0,-5,0.873684211,,,,0,,0, better than target,3,83,95,95,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5.714285714,,0.678571429,8,8,100,Point,Point,Point,Point,95, worse than critical,40, worse than target,5,95,95,8300,14000,,,,7,7,7,,False,False,,,,13.571428571,0
?,False,5/8/2023,"May 8, 2023",2023 W19,,Tech Issue,Ava White,7,grey,color,,Line 3,Total,Total,,True,False,,Normal,0,100%,88%,0%,5.7%,0%,94%,59%,51%,0%,-13%,87.0%,,,,1,1, worse than target,( worse than target ),400,,, worse than target,2.747126437,5,-13,0,-13,0.942528736,,,,0,,0, better than target,3,82,87,87,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,6.428571429,,0.621428571,8,8,100,Point,Point,Point,Point,87, worse than critical,40, worse than target,13,87,87,8200,14000,,,,7,7,7,,False,False,,,,12.428571429,0
?,False,5/9/2023,"May 9, 2023",2023 W19,,Other,Ivy Anderson,5,grey,color,,Line 3,Total,Total,,True,True,,Challenging,0,100%,88%,100%,5.8%,0%,94%,69%,61%,100%,+3.0%,103.0%,,,,1,1, better than target,( better than target ),480,,, worse than target,2.825242718,6,3,0,3,0.941747573,,,,0,,0, better than target,3,97,103,103,45052,Point,Point,Point,Point,Point,Point,Point,0,, better than target,4.285714286,,0.735714286,8,8,100,Point,Point,Point,Point,103, better than target,40, better than target,3,103,103,9700,14000,,,,7,7,7,,True,True,,,,14.714285714,0
?,False,5/10/2023,"May 10, 2023",2023 W19,5/10/2023,Other,Luna Garcia,6,grey,color,,Line 3,Total,Total,,True,False,,Normal,1,86%,75%,0%,16.3%,13%,84%,48%,42%,0%,-20%,80.0%,1,,,1,1, worse than target,( worse than target ),1040,3440,3440, worse than critical,9.25,13,-20,0,-20,0.8375,6,13.333333333,1,2200,2400,1, worse than critical,5.5,67,80,80,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,17.142857143,1,0.666666667,7,8,100,Point,Point,Point,Point,80, worse than critical,40, worse than target,20,80,80,6700,14000,3260,23%,0,6,7,7,,False,False,0,,,13.333333333,1
?,False,5/11/2023,"May 11, 2023",2023 W19,5/11/2023,Other,Leo Johnson,2,grey,color,,Line 3,Total,Total,,True,False,,Challenging,1,71%,63%,100%,10.0%,25%,90%,58%,51%,0%,-10%,90.0%,1,,,1,1, worse than target,( worse than target ),720,4520,4520, worse than critical,3,9,-10,0,-10,0.9,5,18,2,3400,3800,2, worse than critical,18,81,90,90,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,7.142857143,2,0.9,6,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,8100,14000,3580,26%,0,5,7,7,,False,False,0,,,18,2
?,False,5/12/2023,"May 12, 2023",2023 W19,,Material Shortage,Ivy Anderson,9,grey,color,,Line 3,Total,Total,,True,False,,Challenging,0,100%,88%,100%,12.2%,0%,88%,56%,49%,0%,-10%,90.0%,,,,1,1, worse than target,( worse than target ),880,,, worse than critical,5.222222222,11,-10,0,-10,0.877777778,,,,0,,0, better than target,3,79,90,90,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,8.571428571,,0.642857143,8,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,7900,14000,,,,7,7,7,,False,False,,,,12.857142857,0
